student_id,topic,quiz_score,reading_time_seconds,quiz_time_seconds,attempts,hints_used,wrong_answers,correct_answers,mood,ease_rating,confidence_score,previous_score,improvement_rate,mistake_type,learning_style,proof_of_thought_score,socratic_engagement,teaching_verification,cognitive_depth,effort_consistency,needs_support,recommended_difficulty,learning_pace
S011,Geometry,78,347,220,2,1,2,9,confident,3,85,92,-14,repeated_topic_weakness,audio,74,46,72,62,84,0,medium,normal
S095,Photosynthesis,80,28,142,1,1,2,9,confident,3,61,73,7,concept_confusion,visual,74,63,86,73,72,0,hard,fast
S001,Geometry,90,463,408,1,0,4,10,confused,2,73,95,-5,reading_mistake,visual,68,75,61,83,52,0,hard,fast
S058,Essay Writing,59,166,258,2,3,4,7,stressed,3,46,47,12,careless_mistake,visual,61,80,75,25,84,1,medium,normal
S077,Essay Writing,75,560,352,1,2,2,8,need_revision,3,77,69,6,careless_mistake,visual,98,69,57,67,74,0,medium,normal
S038,Photosynthesis,79,640,593,3,1,2,8,confused,1,64,68,11,concept_confusion,step_by_step,80,40,51,50,56,0,medium,normal
S032,Essay Writing,57,448,330,3,0,5,7,confused,1,31,56,1,repeated_topic_weakness,practice,100,47,64,60,36,1,medium,slow
S039,Geometry,41,398,372,2,4,6,6,confused,1,59,45,-4,concept_confusion,audio,70,68,74,34,57,1,easy,slow
S010,Geometry,41,132,52,5,5,6,4,confident,5,68,42,-1,calculation_mistake,practice,28,24,70,50,60,1,easy,normal
S018,Geometry,53,159,344,2,1,5,6,confident,1,46,57,-4,careless_mistake,text,68,58,65,100,82,0,medium,slow
S043,Photosynthesis,100,48,299,1,3,1,10,confident,3,100,94,6,repeated_topic_weakness,step_by_step,45,76,65,53,76,1,hard,fast
S026,Photosynthesis,67,267,552,2,0,3,7,confident,2,67,81,-14,careless_mistake,text,100,71,40,96,70,0,medium,normal
S038,Photosynthesis,75,562,371,1,0,2,10,want_challenge,4,89,89,-14,calculation_mistake,text,78,73,38,50,49,0,medium,normal
S049,Geometry,47,108,213,2,4,5,5,need_revision,3,24,61,-14,careless_mistake,text,100,75,47,61,64,1,easy,normal
S076,Essay Writing,62,804,460,2,2,4,6,confident,2,85,53,9,time_pressure,visual,88,61,73,50,64,0,medium,normal
S094,Photosynthesis,70,152,247,1,1,4,8,want_challenge,2,59,64,6,calculation_mistake,practice,93,48,84,55,51,0,medium,normal
S038,Fractions,58,37,296,1,0,4,7,need_revision,1,77,62,-4,careless_mistake,practice,49,54,43,60,93,1,medium,slow
S031,Geometry,62,89,324,2,1,4,6,stressed,2,78,60,2,repeated_topic_weakness,practice,63,30,82,63,66,1,medium,normal
S010,Photosynthesis,56,81,107,2,2,4,6,want_challenge,4,57,61,-5,careless_mistake,step_by_step,50,24,66,96,100,0,medium,slow
S069,Essay Writing,66,758,309,1,1,5,7,want_challenge,2,58,59,7,repeated_topic_weakness,practice,69,57,81,42,73,0,medium,normal
S070,Fractions,33,591,272,5,3,8,3,need_revision,1,36,32,1,reading_mistake,step_by_step,47,30,73,32,62,1,easy,normal
S099,Algebra,63,115,358,2,0,4,8,stressed,3,74,70,-7,reading_mistake,audio,34,19,71,50,55,1,medium,normal
S083,Photosynthesis,64,227,289,2,0,4,6,want_challenge,4,73,60,4,reading_mistake,practice,58,60,87,67,74,0,medium,normal
S014,Fractions,42,320,294,1,2,7,5,confident,3,38,28,14,calculation_mistake,step_by_step,87,53,50,47,82,0,easy,normal
S058,Geometry,76,1304,249,1,1,3,9,confused,1,80,70,6,repeated_topic_weakness,step_by_step,61,73,9,81,70,1,medium,normal
S020,Geometry,59,324,453,2,0,4,6,want_challenge,3,57,52,7,careless_mistake,visual,54,80,92,39,92,0,medium,slow
S054,Fractions,82,445,220,1,1,3,8,confident,5,72,95,-13,repeated_topic_weakness,audio,100,79,54,84,61,0,hard,fast
S044,Photosynthesis,66,12,382,2,1,3,9,need_revision,1,75,64,2,time_pressure,practice,74,34,82,59,86,0,medium,normal
S045,Photosynthesis,68,144,106,1,2,4,8,confident,2,72,69,-1,repeated_topic_weakness,practice,88,88,28,25,96,0,medium,normal
S041,Fractions,46,251,28,3,2,7,5,confident,3,47,44,2,repeated_topic_weakness,visual,75,68,75,62,32,0,easy,normal
S044,Fractions,31,260,276,1,2,9,3,stressed,4,19,31,0,calculation_mistake,audio,57,60,68,67,81,1,easy,normal
S043,Essay Writing,78,413,465,3,1,2,8,confused,2,90,85,-7,careless_mistake,audio,67,91,67,35,71,1,medium,normal
S081,Algebra,60,129,275,2,1,5,6,confident,3,53,68,-8,repeated_topic_weakness,practice,73,60,63,79,81,0,medium,normal
S051,Fractions,70,149,290,3,2,4,8,need_revision,3,100,82,-12,calculation_mistake,practice,62,100,81,37,97,0,medium,normal
S076,Photosynthesis,50,538,301,2,2,5,6,confused,1,38,36,14,repeated_topic_weakness,audio,74,74,52,85,66,1,medium,normal
S074,Fractions,70,94,200,1,0,3,7,need_revision,2,80,62,8,time_pressure,audio,57,50,56,70,55,0,medium,normal
S047,Geometry,69,77,298,1,3,4,7,confident,3,88,69,0,concept_confusion,text,84,96,63,72,61,1,medium,normal
S063,Essay Writing,100,810,300,2,2,0,10,want_challenge,2,100,100,0,reading_mistake,step_by_step,29,75,51,70,100,0,hard,fast
S015,Geometry,34,569,220,2,3,7,3,confused,3,28,41,-7,careless_mistake,step_by_step,100,53,63,59,69,1,easy,slow
S079,Essay Writing,46,401,424,3,4,5,5,confident,1,47,45,1,calculation_mistake,text,61,80,50,37,58,1,easy,slow
S015,Algebra,74,41,240,1,2,3,7,confused,2,67,72,2,calculation_mistake,step_by_step,83,38,49,74,70,1,medium,normal
S077,Algebra,67,97,430,4,1,5,7,stressed,3,96,56,11,careless_mistake,audio,57,64,71,59,43,1,medium,normal
S069,Algebra,65,413,421,1,0,4,6,stressed,2,45,60,5,careless_mistake,text,87,62,61,100,50,1,medium,normal
S041,Photosynthesis,50,287,329,2,2,6,5,stressed,2,51,59,-9,reading_mistake,visual,88,88,48,66,51,1,medium,normal
S050,Essay Writing,44,405,430,3,2,6,5,confused,1,18,39,5,careless_mistake,practice,86,53,75,69,73,1,easy,slow
S091,Photosynthesis,60,348,428,1,0,4,6,confused,3,68,72,-12,concept_confusion,step_by_step,81,47,76,57,67,1,medium,normal
S098,Algebra,49,677,466,1,2,5,5,confident,3,15,53,-4,reading_mistake,audio,73,64,40,85,72,0,easy,slow
S022,Photosynthesis,50,381,324,1,2,5,5,stressed,2,55,51,-1,careless_mistake,step_by_step,62,54,53,62,61,1,medium,normal
S035,Essay Writing,70,16,247,1,0,4,8,need_revision,3,50,71,-1,reading_mistake,step_by_step,56,61,71,56,90,0,medium,normal
S097,Fractions,40,2328,351,2,2,6,4,need_revision,1,34,54,-14,careless_mistake,step_by_step,73,47,64,36,52,0,easy,slow
S028,Photosynthesis,100,47,213,1,1,0,10,confident,4,83,100,0,repeated_topic_weakness,audio,30,21,31,54,84,1,hard,fast
S058,Geometry,84,99,250,1,0,2,8,confident,3,66,69,15,concept_confusion,practice,100,48,58,53,60,0,hard,fast
S016,Algebra,89,688,346,1,0,1,9,confident,2,89,78,11,repeated_topic_weakness,step_by_step,77,52,100,91,100,0,hard,fast
S091,Essay Writing,51,29,362,1,0,5,5,stressed,3,44,52,-1,calculation_mistake,step_by_step,54,36,74,95,66,1,medium,normal
S027,Fractions,17,166,367,4,4,10,3,stressed,2,34,20,-3,time_pressure,text,100,79,51,63,84,1,easy,slow
S038,Essay Writing,51,52,288,2,1,6,5,confident,2,30,45,6,time_pressure,visual,86,74,98,66,98,0,medium,normal
S097,Photosynthesis,34,340,184,3,3,7,3,want_challenge,1,17,36,-2,reading_mistake,audio,60,46,30,40,59,1,easy,normal
S032,Algebra,62,214,454,1,0,5,6,need_revision,2,62,70,-8,calculation_mistake,practice,87,83,78,59,90,0,medium,normal
S063,Algebra,78,360,217,1,1,4,10,stressed,2,76,78,0,reading_mistake,practice,66,74,92,65,47,1,medium,normal
S010,Fractions,56,1562,187,2,3,5,7,confused,4,37,63,-7,repeated_topic_weakness,text,70,63,94,33,75,1,medium,slow
S059,Photosynthesis,48,136,249,1,3,6,6,confident,1,53,59,-11,concept_confusion,visual,93,26,97,24,90,1,easy,slow
S082,Geometry,27,267,407,2,2,7,3,want_challenge,4,0,24,3,time_pressure,practice,64,64,90,24,63,1,easy,normal
S055,Algebra,47,591,148,3,3,5,5,confused,3,72,39,8,reading_mistake,text,58,48,100,61,70,1,easy,slow
S044,Fractions,82,1012,184,1,1,2,8,confident,2,84,78,4,repeated_topic_weakness,practice,56,55,95,79,83,0,hard,fast
S021,Photosynthesis,55,61,354,1,0,6,6,confused,4,68,44,11,careless_mistake,audio,42,92,56,89,87,0,medium,slow
S021,Geometry,7,584,175,4,3,10,2,confident,4,15,18,-11,reading_mistake,text,73,71,40,70,60,1,easy,normal
S007,Photosynthesis,44,214,249,3,4,6,4,stressed,3,46,56,-12,repeated_topic_weakness,audio,75,46,59,61,77,1,easy,normal
S001,Algebra,94,11,484,2,0,1,10,confused,2,84,81,13,calculation_mistake,step_by_step,34,74,92,60,74,0,hard,fast
S090,Geometry,81,944,227,2,0,2,9,need_revision,1,90,84,-3,careless_mistake,audio,32,87,81,40,81,0,hard,fast
S012,Fractions,68,15,341,1,0,5,8,confident,2,76,61,7,reading_mistake,text,80,84,29,100,70,0,medium,normal
S018,Photosynthesis,86,196,321,1,1,1,10,need_revision,1,81,83,3,calculation_mistake,audio,89,44,78,41,51,0,hard,fast
S073,Fractions,70,90,31,2,3,4,7,stressed,2,73,70,0,calculation_mistake,practice,43,51,69,71,82,1,medium,normal
S053,Essay Writing,55,379,328,3,0,4,6,stressed,3,56,45,10,calculation_mistake,visual,92,97,63,59,75,1,medium,normal
S097,Fractions,54,191,254,2,1,5,5,stressed,2,87,65,-11,careless_mistake,text,77,57,47,55,65,0,medium,slow
